word,count_in_spam,count_in_nonspam,P(word),P(non-spam),P(spam),P(word|spam),P(word|nonspam),P(spam|word),P(non_spam|word)
norman,0,7,5e-06,0.761173,0.238827,0.0,7e-06,0.0,0.958102
autorcorrelated,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
odpowiadalby,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
stephanie,0,33,2.5e-05,0.761173,0.238827,0.0,3.2e-05,0.0,0.958102
powodu,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
juicy,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
rehire,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
facilties,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
inventories,0,15,1.2e-05,0.761173,0.238827,0.0,1.5e-05,0.0,0.958102
macros,0,5,4e-06,0.761173,0.238827,0.0,5e-06,0.0,0.958102
outlining,0,10,8e-06,0.761173,0.238827,0.0,1e-05,0.0,0.958102
electrabel,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
crossover,0,5,4e-06,0.761173,0.238827,0.0,5e-06,0.0,0.958102
reciprocity,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
mujica,0,14,1.1e-05,0.761173,0.238827,0.0,1.4e-05,0.0,0.958102
detailing,0,5,4e-06,0.761173,0.238827,0.0,5e-06,0.0,0.958102
horn,0,7,5e-06,0.761173,0.238827,0.0,7e-06,0.0,0.958102
zgadzam,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
ingram,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
dservl,0,12,9e-06,0.761173,0.238827,0.0,1.2e-05,0.0,0.958102
mangement,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
owens,0,7,5e-06,0.761173,0.238827,0.0,7e-06,0.0,0.958102
endowment,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
thnaks,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
ona,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
subcommittee,0,5,4e-06,0.761173,0.238827,0.0,5e-06,0.0,0.958102
wrting,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
iota,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
scintillation,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
evanece,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
brav,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
cup,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
enduring,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
sandiford,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
naomi,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
szkole,0,5,4e-06,0.761173,0.238827,0.0,5e-06,0.0,0.958102
sandifer,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
vx,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
hypersmart,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
miutes,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
mogli,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
sarzyna,0,13,1e-05,0.761173,0.238827,0.0,1.3e-05,0.0,0.958102
nepco,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
samolotu,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
betweem,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
chaos,0,5,4e-06,0.761173,0.238827,0.0,5e-06,0.0,0.958102
bette,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
wolski,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
sobie,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
punch,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
infocastinc,0,5,4e-06,0.761173,0.238827,0.0,5e-06,0.0,0.958102
fostering,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
plg,0,5,4e-06,0.761173,0.238827,0.0,5e-06,0.0,0.958102
extremes,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
pep,0,160,0.000123,0.761173,0.238827,0.0,0.000155,0.0,0.958102
becton,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
drexel,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
pewno,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
hare,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
ning,0,8,6e-06,0.761173,0.238827,0.0,8e-06,0.0,0.958102
ukrpi,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
hiedy,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
supercedes,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
rov,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
clearing,0,8,6e-06,0.761173,0.238827,0.0,8e-06,0.0,0.958102
anglo,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
chtremel,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
nasza,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
lieu,0,5,4e-06,0.761173,0.238827,0.0,5e-06,0.0,0.958102
rcausey,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
oppurtunity,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
maurenn,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
cedric,0,7,5e-06,0.761173,0.238827,0.0,7e-06,0.0,0.958102
godfather,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
rachunku,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
gig,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
hisamitsu,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
barb,0,12,9e-06,0.761173,0.238827,0.0,1.2e-05,0.0,0.958102
ciminelli,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
cana,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
trending,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
bandaid,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
pasting,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
corresponding,0,53,4.1e-05,0.761173,0.238827,0.0,5.1e-05,0.0,0.958102
bailly,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
authorizes,0,6,5e-06,0.761173,0.238827,0.0,6e-06,0.0,0.958102
groth,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
sonesta,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
skadden,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
crenshawwrote,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
agnihotri,0,25,1.9e-05,0.761173,0.238827,0.0,2.4e-05,0.0,0.958102
chavira,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
legalonline,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
hopefully,0,80,6.2e-05,0.761173,0.238827,0.0,7.8e-05,0.0,0.958102
waterside,0,7,5e-06,0.761173,0.238827,0.0,7e-06,0.0,0.958102
mcgoldrick,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
sanitized,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
goup,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
powolac,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
bosses,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
kamainski,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
currect,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
preranking,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
szczegolnie,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
achieves,0,6,5e-06,0.761173,0.238827,0.0,6e-06,0.0,0.958102
iu,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
jacek,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
timeliness,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
austrian,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
inelastic,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
dockets,0,5,4e-06,0.761173,0.238827,0.0,5e-06,0.0,0.958102
upbeat,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
mortgaged,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
rozdzia,0,5,4e-06,0.761173,0.238827,0.0,5e-06,0.0,0.958102
mitra,0,17,1.3e-05,0.761173,0.238827,0.0,1.6e-05,0.0,0.958102
financialexpress,0,6,5e-06,0.761173,0.238827,0.0,6e-06,0.0,0.958102
pointers,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
chatted,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
jerzy,0,6,5e-06,0.761173,0.238827,0.0,6e-06,0.0,0.958102
managements,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
ciekaw,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
pontiff,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
marriott,0,10,8e-06,0.761173,0.238827,0.0,1e-05,0.0,0.958102
cates,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
harassed,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
polish,0,22,1.7e-05,0.761173,0.238827,0.0,2.1e-05,0.0,0.958102
avistaenergy,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
srl,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
transacting,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
jen,0,6,5e-06,0.761173,0.238827,0.0,6e-06,0.0,0.958102
prods,0,6,5e-06,0.761173,0.238827,0.0,6e-06,0.0,0.958102
opco,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
sovergn,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
rude,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
stockbuild,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
vanderhorst,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
umowieni,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
unrest,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
stocastic,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
peggy,0,20,1.5e-05,0.761173,0.238827,0.0,1.9e-05,0.0,0.958102
trish,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
compatability,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
moderates,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
subtracted,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
accomodates,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
visausa,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
waere,0,6,5e-06,0.761173,0.238827,0.0,6e-06,0.0,0.958102
martha,0,10,8e-06,0.761173,0.238827,0.0,1e-05,0.0,0.958102
techhelp,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
mbd,0,37,2.8e-05,0.761173,0.238827,0.0,3.6e-05,0.0,0.958102
marquardt,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
dtf,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
efm,0,6,5e-06,0.761173,0.238827,0.0,6e-06,0.0,0.958102
bestselling,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
elektrowni,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
hooking,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
winword,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
mallikd,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
impasse,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
copthall,0,9,7e-06,0.761173,0.238827,0.0,9e-06,0.0,0.958102
pricemaker,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
cx,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
nautical,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
derivatives,0,518,0.000399,0.761173,0.238827,0.0,0.000502,0.0,0.958102
colossal,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
srm,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
renderings,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
zimie,0,6,5e-06,0.761173,0.238827,0.0,6e-06,0.0,0.958102
calibrate,0,9,7e-06,0.761173,0.238827,0.0,9e-06,0.0,0.958102
segregation,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
grids,0,6,5e-06,0.761173,0.238827,0.0,6e-06,0.0,0.958102
ew,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
secondhand,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
occ,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
komputera,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
apachi,0,11,8e-06,0.761173,0.238827,0.0,1.1e-05,0.0,0.958102
hennessy,0,16,1.2e-05,0.761173,0.238827,0.0,1.6e-05,0.0,0.958102
tomaski,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
dhar,0,71,5.5e-05,0.761173,0.238827,0.0,6.9e-05,0.0,0.958102
hardcopy,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
masterly,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
wince,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
illustrating,0,5,4e-06,0.761173,0.238827,0.0,5e-06,0.0,0.958102
observers,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
cland,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
bassel,0,11,8e-06,0.761173,0.238827,0.0,1.1e-05,0.0,0.958102
terminals,0,15,1.2e-05,0.761173,0.238827,0.0,1.5e-05,0.0,0.958102
rudy,0,9,7e-06,0.761173,0.238827,0.0,9e-06,0.0,0.958102
truckers,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
mathematica,0,12,9e-06,0.761173,0.238827,0.0,1.2e-05,0.0,0.958102
inspections,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
newpower,0,17,1.3e-05,0.761173,0.238827,0.0,1.6e-05,0.0,0.958102
glownym,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
moje,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
villeral,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
samym,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
oooopppss,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
garimella,0,7,5e-06,0.761173,0.238827,0.0,7e-06,0.0,0.958102
reshape,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
listmanager,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
capstonefinancial,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
michal,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
platts,0,5,4e-06,0.761173,0.238827,0.0,5e-06,0.0,0.958102
gorte,0,15,1.2e-05,0.761173,0.238827,0.0,1.5e-05,0.0,0.958102
cdnow,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
yeck,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
ethan,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
grms,0,19,1.5e-05,0.761173,0.238827,0.0,1.8e-05,0.0,0.958102
hosed,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
previewing,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
surveyor,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
keohane,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
penagos,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
firmer,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
ahmad,0,108,8.3e-05,0.761173,0.238827,0.0,0.000105,0.0,0.958102
kashe,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
unanswered,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
entrepeneurship,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
phillippines,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
annmarie,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
librarian,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
blockbuster,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
nickel,0,9,7e-06,0.761173,0.238827,0.0,9e-06,0.0,0.958102
nomad,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
txuenergy,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
pragmatic,0,6,5e-06,0.761173,0.238827,0.0,6e-06,0.0,0.958102
vcon,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
decoupled,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
ellen,0,7,5e-06,0.761173,0.238827,0.0,7e-06,0.0,0.958102
ravanshad,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
sobotka,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
prevails,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
aisha,0,13,1e-05,0.761173,0.238827,0.0,1.3e-05,0.0,0.958102
trigger,0,17,1.3e-05,0.761173,0.238827,0.0,1.6e-05,0.0,0.958102
hennessey,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
greeter,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
eott,0,30,2.3e-05,0.761173,0.238827,0.0,2.9e-05,0.0,0.958102
mccarran,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
jhuwash,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
ebaughm,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
pozno,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
noticeably,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
evantagenow,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
responsibilities,0,92,7.1e-05,0.761173,0.238827,0.0,8.9e-05,0.0,0.958102
simplistic,0,5,4e-06,0.761173,0.238827,0.0,5e-06,0.0,0.958102
jpeg,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
clust,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
hyderabad,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
trinoo,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
ampl,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
rage,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
inconvinence,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
candatites,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
smilow,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
holzer,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
welcomel,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
palo,0,26,2e-05,0.761173,0.238827,0.0,2.5e-05,0.0,0.958102
donahue,0,10,8e-06,0.761173,0.238827,0.0,1e-05,0.0,0.958102
lifted,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
klasyfikacje,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
erms,0,13,1e-05,0.761173,0.238827,0.0,1.3e-05,0.0,0.958102
rumors,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
siurek,0,10,8e-06,0.761173,0.238827,0.0,1e-05,0.0,0.958102
peg,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
fastclus,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
rtfm,0,20,1.5e-05,0.761173,0.238827,0.0,1.9e-05,0.0,0.958102
prefers,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
reminders,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
krumviede,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
miguel,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
davenport,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
dvitrel,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
spacing,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
unanimous,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
feas,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
vent,0,14,1.1e-05,0.761173,0.238827,0.0,1.4e-05,0.0,0.958102
walsh,0,13,1e-05,0.761173,0.238827,0.0,1.3e-05,0.0,0.958102
superpriority,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
bassally,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
powell,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
jonalan,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
ineffectual,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
kirk,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
vaughan,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
eprmconf,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
czas,0,5,4e-06,0.761173,0.238827,0.0,5e-06,0.0,0.958102
projmgt,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
groundwork,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
revision,0,21,1.6e-05,0.761173,0.238827,0.0,2e-05,0.0,0.958102
carreer,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
accellerate,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
ayala,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
colloton,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
browner,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
bradley,0,28,2.2e-05,0.761173,0.238827,0.0,2.7e-05,0.0,0.958102
gases,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
abormalities,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
ldeathridge,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
mintz,0,5,4e-06,0.761173,0.238827,0.0,5e-06,0.0,0.958102
overlapping,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
chorn,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
tegoz,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
challa,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
repositioning,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
volaility,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
hisd,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
cidmail,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
ihtml,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
gillis,0,21,1.6e-05,0.761173,0.238827,0.0,2e-05,0.0,0.958102
wellsfargo,0,5,4e-06,0.761173,0.238827,0.0,5e-06,0.0,0.958102
regressive,0,7,5e-06,0.761173,0.238827,0.0,7e-06,0.0,0.958102
lorraine,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
rendered,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
tonnes,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
wake,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
intermediation,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
assemble,0,5,4e-06,0.761173,0.238827,0.0,5e-06,0.0,0.958102
vkamins,0,301,0.000232,0.761173,0.238827,0.0,0.000292,0.0,0.958102
aulds,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
courant,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
tamarchenko,0,209,0.000161,0.761173,0.238827,0.0,0.000202,0.0,0.958102
gc,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
redone,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
begining,0,8,6e-06,0.761173,0.238827,0.0,8e-06,0.0,0.958102
gsb,0,32,2.5e-05,0.761173,0.238827,0.0,3.1e-05,0.0,0.958102
remotely,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
interim,0,20,1.5e-05,0.761173,0.238827,0.0,1.9e-05,0.0,0.958102
parks,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
sankey,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
perpetural,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
hansford,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
krishnar,0,6,5e-06,0.761173,0.238827,0.0,6e-06,0.0,0.958102
pnl,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
